event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,ROCK,LOCATION,TIMESCALE,event_label,MINERAL,ORE_DEPOSIT,STRAT
a081348_throssel e38_1648 annual report 2008 korab_15903489_46,a081348_throssel e38_1648 annual report 2008 korab_15903489.json,46,"within the throssell project area, the new interpreted position of the boundary of the yilgarn block present new exploration targets as it would appear that potential archaean lithology may be at economically drillable depths.",1,potential,1,potential,"a subsequent rab drilling program was conducted with unsatisfactory results. two 100m holes were drilled, and one intersected the upper proterozoic rock sequence that was interpreted as the babbagoola beds. within the throssell project area, the new interpreted position of the boundary of the yilgarn block present new exploration targets as it would appear that potential archaean lithology may be at economically drillable depths. interpretation of airborne magnetic and gravity data showed the strongly anomalous wnw trending magnetic zone coincides with several discrete gravity highs and structural corridors (figures 2, 3).",,yilgarn block,"archaean, proterozoic",0,,,
a081348_throssel e38_1648 annual report 2008 korab_15903489_49,a081348_throssel e38_1648 annual report 2008 korab_15903489.json,49,"gravity anomalies also might be interpreted as thrusted and faulted sequence of proterozoic volcanic rocks or as magnetite and heavy mineral mineralisation, derived from the weathering of the adjacent granitic terrains.",1,mineralisation,2,"potential, mineralisation","interpretation of airborne magnetic and gravity data showed the strongly anomalous wnw trending magnetic zone coincides with several discrete gravity highs and structural corridors (figures 2, 3). these features warrant further investigation for the presence of buried archaean greenstone rock sequences. gravity anomalies also might be interpreted as thrusted and faulted sequence of proterozoic volcanic rocks or as magnetite and heavy mineral mineralisation, derived from the weathering of the adjacent granitic terrains. as far as the project area is covered by 100m thick sedimentary sequence and therefore, in addition to detailed geophysics to better define potential targets, the most appropriate method of testing for the presence of a mineralized system will be drilling.","sedimentary sequence, greenstone rock, volcanic rocks",,"archaean, proterozoic",0,magnetite,,
a081631_c130_2006_2009a_15094235_30,a081631_c130_2006_2009a_15094235.json,30,no follow up work was recommended.,1,follow up work,1,follow up work,"one hole, burc013 was drilled at the golden bird prospect by ausdrill using a schramm t685 rc drill rig targeting a fractured granodiorite sediment contact in a deep magnetic low. the only significant assay result was a disappointing 1m @ 0.74g t from 64m. no follow up work was recommended. the collar plot is shown in figure 4, and the log is included in appendix 3.","sediment, granodiorite",,,0,,,
a081631_c130_2006_2009a_15094235_35,a081631_c130_2006_2009a_15094235.json,35,there was also scant mineralisation associated with the fresh rock.,1,mineralisation,2,"mineralisation, follow up work","the holes were drilled by ausdrill using a schramm t685 rc drill rig. strongly foliated and sulphidic mafic and sedimentary rocks were intercepted as expected, but the tenor and width of the grades in the oxidized rock did not improve on the original rabac intercepts. there was also scant mineralisation associated with the fresh rock. no follow up work was recommended.",sedimentary rocks,,,0,,,
a081631_c130_2006_2009a_15094235_38,a081631_c130_2006_2009a_15094235.json,38,"in november 2007, elrc005 and elrc006 were drilled on e38 1867 for a total of 258m by ausdrill using a schramm t685 rc drill rig, to assess the potential for nickel sulphide mineralisation.",2,"potential, mineralisation",3,"potential, mineralisation, follow up work","no follow up work was recommended. the collar plot is shown in figure 4, and the logs are included in appendix 4. in november 2007, elrc005 and elrc006 were drilled on e38 1867 for a total of 258m by ausdrill using a schramm t685 rc drill rig, to assess the potential for nickel sulphide mineralisation. elrc005 intersected a bleached & silica altered shear zone within amphibolite which graded into an ultramafic unit at the end of hole (eoh).",amphibolite,,,0,"sulphide, silica, nickel",,
a081631_c130_2006_2009a_15094235_45,a081631_c130_2006_2009a_15094235.json,45,"ni, co, mg, fe, mn, zn cu, al, cr, s, as and ca determination requires the samples to be digested and refluxed with a mixture of hydrofluoric, hydrochloric, nitric and perchloric acids to achieve as close to a complete elemental digestion as possible.",1,possible,1,possible,"the samples from elrc005 and elrc006 were submitted to ultratrace labs in canningvale, perth for assay. the samples were assayed for a range of analytes including au, pt and pd which were assayed using a 40gm fire assay with analysis by inductively coupled plasma optical emission spectroscopy (icp oes). ni, co, mg, fe, mn, zn cu, al, cr, s, as and ca determination requires the samples to be digested and refluxed with a mixture of hydrofluoric, hydrochloric, nitric and perchloric acids to achieve as close to a complete elemental digestion as possible. the samples were then analysed by icp oes.",,perth,,0,plasma,,
a081631_c130_2006_2009a_15094235_104,a081631_c130_2006_2009a_15094235.json,104,"targets include dilation zones on these structures, especially in areas where north east trending (d3) cross cutting shears intersect, providing the setting for keringal, jubilee and childe harold style mineralisation.",1,mineralisation,1,mineralisation,"east west trending peridotite dykes crosscut the sequence as a result of north south extension during the proterozoic. the project area is prospective for shear hosted deposits, with respect to major northnorthwest structures such as the rymer and probert shear zones. targets include dilation zones on these structures, especially in areas where north east trending (d3) cross cutting shears intersect, providing the setting for keringal, jubilee and childe harold style mineralisation. north north west trending sinistral strike parallel (d2) structures are common and most mineralisation is related to these.",peridotite,jubilee,proterozoic,0,,,
a081631_c130_2006_2009a_15094235_177,a081631_c130_2006_2009a_15094235.json,177,w biotite muscovite carbonate alter 1% pyrr trace pyr & trace chalcop mineralisation.,1,mineralisation,1,mineralisation,weak carbonate alteration. mod foliated arch dole. w biotite muscovite carbonate alter 1% pyrr trace pyr & trace chalcop mineralisation. exp poss anomalous au mineralisation?.,,,,0,"muscovite, carbonate, biotite",,
a081631_c130_2006_2009a_15094235_185,a081631_c130_2006_2009a_15094235.json,185,1% pyrrhotite mineralisation.,1,mineralisation,1,mineralisation,strongly foliated archaean dolerite. strong muscovite carbonate alteration. 1% pyrrhotite mineralisation. archaean quartz vein.,"dolerite, quartz vein",,archaean,0,"carbonate, pyrrhotite, muscovite",,
a081631_c130_2006_2009a_15094235_197,a081631_c130_2006_2009a_15094235.json,197,1% pyrrhotite & pyrite mineralisation.,1,mineralisation,2,"possible, mineralisation",sheared archaean dolerite. moderate biotite muscovite carbonate alteration. 1% pyrrhotite & pyrite mineralisation. expect possible au anomalism?.,dolerite,,archaean,0,"muscovite, carbonate, pyrrhotite, biotite, pyrite",,
