event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a080417_p27-1612a08_16692765_29,a080417_p27-1612a08_16692765.json,0,29,it is possible that the timing of peak metamorphism varied across the region because of differences in emplacement ages of various granitoid bodies.,1.0,possible,2.0,"possible, potential",the cause of metamorphism has been linked to the intrusive plutonism and is evident from the occurrence of low pressure metamorphic mineral assemblages. the peak metamorphic conditions prevailed during the main d2 compressional event; granites intruded during d2 are deformed by the d3 shear zones. it is possible that the timing of peak metamorphism varied across the region because of differences in emplacement ages of various granitoid bodies. both gold and iron deposits are considered as potential exploration targets in the area.,,0,"granitoid, granites",,gold,iron deposits,,True,True,potential exploration targets,,0.06944444444444443,0.5638888888888889,0.05,0.927,0.022,-0.34
a080417_p27-1612a08_16692765_73,a080417_p27-1612a08_16692765.json,0,73,geology 4.1 target the region is highly prospective for mineralisation.,1.0,mineralisation,1.0,mineralisation,"numerous fencelines and farm tracks cross cut the tenement (figure 2). : plot : figure : quantum resources limited 0 2 41 kilometres whiteheads p27 1612 location quantum resources limited 28 11 08 p27 1612 location.mxd melbourne location 2 gda94 51 perth wiluna leonorageraldton kalgoorlie gindalbie 1:50,000 legend p27 1612 population centres roads water courses quantum resources limited. geology 4.1 target the region is highly prospective for mineralisation. the gindalbie mining centre has historically produced 45,240 ounces of gold from 52,321 tons at average grade of 27 g t gold.",,0,,"wiluna, kalgoorlie, perth, gindalbie",gold,,,True,True,hly prospective for mineralisation,,-0.025535714285714283,0.23357142857142854,0.091,0.909,0.0,-0.7003
a080417_p27-1612a08_16692765_77,a080417_p27-1612a08_16692765.json,0,77,there is also the potential for vms style of mineralisation as several gossans were uncovered in the 1970s but no significant base metal mineralisation has been discovered.,2.0,"potential, mineralisation",3.0,"extensive, mineralisation, potential",gold mineralisation is related to extensive shearing and quartz veining along lithological contacts and in the fine grained clastic and pyroclastic rocks of the gindalbie formation. the main gold targets are small underground targets of medium to high gold grades exploitable by underground mining methods. there is also the potential for vms style of mineralisation as several gossans were uncovered in the 1970s but no significant base metal mineralisation has been discovered.,gindalbie formation,0,"gossans, pyroclastic rocks",,"quartz, gold","base metal, vms",,True,True,no significant base metal mineralisation has been discovered,,-0.049416666666666664,0.5381666666666667,0.037,0.915,0.048,-0.0516
a084448_final surrender report_c155_11059839_31,a084448_final surrender report_c155_11059839.json,0,31,exploration to date has been focussed on delineation of potential bauxite deposits.,1.0,potential,1.0,potential,kalumburu road runs on the western part of the tenement e80 3638. the tenement falls within the doongan pastoral lease area. exploration to date has been focussed on delineation of potential bauxite deposits. the following exploration work was completed by ba hydro jv during the reporting period: prospectivity analysis using landsat tm an aboriginal heritage survey a desktop biological survey preparation of programme of works permit for aircore drilling programme.,,0,bauxite,,,,,True,False,,,0.0,0.3666666666666667,0.0,0.946,0.054,0.4215
a084448_final surrender report_c155_11059839_38,a084448_final surrender report_c155_11059839.json,0,38,"airborne lidar survey (als) couchman range project final surrender report, august 2009 4 work conducted during the 2006 field season has mainly focussed on reconnaissance drilling for potential bauxite deposits at couchman range, on tenement e80 3606.",1.0,potential,1.0,potential,"beneficiation of few samples. rehabilitation of project operations. airborne lidar survey (als) couchman range project final surrender report, august 2009 4 work conducted during the 2006 field season has mainly focussed on reconnaissance drilling for potential bauxite deposits at couchman range, on tenement e80 3606. the aim of the 2007 programme was to collect samples for metallurgical upgradation.",,0,bauxite,,,,,True,False,,,-0.008333333333333338,0.6083333333333334,0.0,0.976,0.024,0.1027
a084448_final surrender report_c155_11059839_44,a084448_final surrender report_c155_11059839.json,0,44,"in addition to this, regular liaison with members of the wanjina wunggurr wilinggin aboriginal community was carried out through the field season to ensure the already favourable relations continue between our company and the aboriginal community.",1.0,favourable,1.0,favourable,"the carson volcanics are underlain by king leopold sandstone formations. a programme of works permit was obtained for both costeans and drillholes at couchman range from the department of industry and resources (doir). in addition to this, regular liaison with members of the wanjina wunggurr wilinggin aboriginal community was carried out through the field season to ensure the already favourable relations continue between our company and the aboriginal community. a regional aircore drilling programme was carried out over delineated targets from the landsat tm imagery interpretation.","carson volcanics, king leopold sandstone",0,,,,,,True,False,,,0.0,0.07692307692307693,0.0,0.97,0.03,0.3818
a084448_final surrender report_c155_11059839_47,a084448_final surrender report_c155_11059839.json,0,47,the holes were not drilled on a grid as the programme was designed to test the initial prospectivity of potential targets for bauxite.,1.0,potential,1.0,potential,a regional aircore drilling programme was carried out over delineated targets from the landsat tm imagery interpretation. a total of eighteen anomalous areas were selected within the duricrust mesas for drill testing. the holes were not drilled on a grid as the programme was designed to test the initial prospectivity of potential targets for bauxite. the holes were spaced no closer than 100 m. no clearing of tracks was carried out during the drilling programme.,,0,"duricrust, bauxite",,,,,True,False,,,0.0,0.5833333333333334,0.059,0.941,0.0,-0.5267
a084448_final surrender report_c155_11059839_66,a084448_final surrender report_c155_11059839.json,0,66,"even the best possible grade, which is obtained at cut off around 5mm, gives poor product grade (~30% average al2o3; ~4% reactive sio2).",1.0,possible,1.0,possible,"two composites, one of them containing above average grade, were produced and tested for upgrade by beneficiation. for the composite of the highest grade, cut off at 1mm gives 55% mass recovery and poor product grade (~27% average al2o3 ~8% reactive sio2). even the best possible grade, which is obtained at cut off around 5mm, gives poor product grade (~30% average al2o3; ~4% reactive sio2). this cut off gives only 20% mass recovery.",,0,,,,,,True,True,poor product grade,,-0.02777777777777779,0.5333333333333333,0.149,0.785,0.067,-0.7096
a084448_final surrender report_c155_11059839_70,a084448_final surrender report_c155_11059839.json,0,70,the tonnage potential is limited to small plateaus that collectively have small volumes of low grade material.,2.0,"potential, low grade",2.0,"potential, low grade","couchman range project final surrender report, august 2009 6 in order to delineate the mesas preciously, a detailed airborne lidar survey was also conducted through fugro spatial services. the lidar survey image clearly demarcates the existence of largely dissected topography with restricted remnant plateaus. the tonnage potential is limited to small plateaus that collectively have small volumes of low grade material. the beneficiation work conducted was unable to upgrade to commercial parameters.",,0,,,,,,True,True,small volumes,,-0.032467532467532464,0.4822510822510822,0.085,0.822,0.094,0.1779
a084448_final surrender report_c155_11059839_88,a084448_final surrender report_c155_11059839.json,0,88,further drilling and geochemical analysis of samples and trial beneficiation process were carried out in 2007 08.,1.0,further drilling,1.0,further drilling,"most of the couchman range project area falls within king edward drainage basin and southeast margin is covered by drysdale basin. exploration work carried out on tenement e80 3606 and e80 3638 during 2006 07 included prospectivity analysis using landsat data, follow up drilling and geochemical analysis of drillhole samples. further drilling and geochemical analysis of samples and trial beneficiation process were carried out in 2007 08. airborne lidar survey was carried out to capture the images of the project area at high resolution.",,0,,,,,,True,False,,,0.22,0.5133333333333333,0.0,0.961,0.039,0.3182
