index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
254945,a109275_a109275_v1_report_53,a109275_a109275_v1_report.json,109275,64,Final Surrender,53,"Relict beach placers in the eastern Eneabba Shoreline have base datums of 128m to 82m RL, and are basically parallel to the Gingin Scarp (Slyth, 2004). Numerous still stands resulting in wave-cut platforms and other heavy mineral enriched beach placers have been documented at lower RLs to the west, down to the 19m RL (Slyth, 2004). These placers are not as laterally continuous and are not as high grade. They trend of the shoreline changes from that found in the eastern strands. It is thought the coastline morphology changes as the sea level drops to become a more featureless coastline open to the prevailing conditions which are not favourable for preservation of strands.",high grade,False,High,daniel,53,53
260488,a081303_e70_2230_2009_16127535_10,a081303_e70_2230_2009_16127535.json,81303,30,Annual,10,"Exploration for gold was undertaken by Swan Gold P/L (now Dwyka Resources Ltd) on P70/1078 for gold, and extensive low-grade mineralization identified. The area explored lies in the eastern extremities of E70.2230 and is excised from that licence. Exploration consisted of: Orientation surveys in areas of known V mineralization. Examination of laterite morphology with particular reference to known V mineralizarion. Surficial geochemical surveys on road verges, easements and public land using field portable XRF.",mineralization,False,High,daniel,10,10
265521,a108368_c141_2002_atr_2016_11,a108368_c141_2002_atr_2016.json,108368,208,Annual,11,"Geological understanding of the project was increased through data integration and project review of previous exploration results and feasibility studies. The project review process lead to the planning of Exploration, Resource Definition and Metallurgical Test drilling programs. Metallurgical Test and Exploration drilling is anticipated in the second quarter of 2016. The camp was maintained in good order and environmental reporting and extensive rehabilitation work was carried out. As a result of activities during the reporting period the Bullabulling project is in a stronger position to deliver results and work continues towards completing the final feasibility study.",exploration drilling,False,High,daniel,11,11
273298,a086823_e522281_2010a_16226788_84,a086823_e522281_2010a_16226788.json,86823,101,Annual,84,"gold lodes with the major deposits predominantly restricted to . Mining is the Bryah Group and the roups by approximately 4 yet been fully ury Group is d ormation consists of nd Padbury Group Talisman Mining Ltd Copper-Gold - volcanogenic massive sulphides (Horseshoe Lights); Manganese - supergene-enriched manganese (Ravelstone); Iron Ore - Banded Iron Formation (BIF) iron ore; and Talc - talc in metasomatised dolomitic rocks (Mt. 6 PREVIOUS ACTIVITIES The Milgun project has been previously explored by other companies the previous companies were repetition of the Fortnum style gold mineralisation. RAB and RC. The companies 1989, Dominion Mining 1992 to 1995 7 CURRENT EXPLORATION Exploration activities during the reporting period on tenement E52/2281 included desktop studies on historical data, design and budgeting of new soil/lag a tenement area.",mineralisation,False,High,daniel,84,84
274951,a082081_cb_2009a_14128526_494,a082081_cb_2009a_14128526.json,82081,1773,Annual,494,"This cluster is about 250 metres long and 150 metres wide. Copper values in these holes are very low, and the nickel mineralisation is clearly lateritic. Two hundred metres north-north-east, in the area of the surface anomaly, lies a smaller cluster of anomalous nickel results (holes GP 011 to 014). These holes do have elevated copper values, indicating a sulphide source. High copper is also seen in holes GP 005 and 007.",anomalous,False,High,daniel,494,494
285173,a074588_e70_2693_2006a_11810945_37,a074588_e70_2693_2006a_11810945.json,74588,72,Annual,37,"Greenbushes concluded that the mapping and petrological studies indicated the presence of what could be categorized as a tin granite, the paucity of outcrop did not allow identification of a suitable target area for more detailed studies. In April 1986, the area was surrendered. Exploration by others including a study in 1988 (GSWA) of the exploration potential of SW Western Australia identified a number of precious and base metal anomalies both within and close to UOGs prospect. Ltd., Rio Tinto and others carried out exploration for bauxite over a portion south of the project area. The result of this work relating to bauxite mineralisation also identified anomalous areas of Mo, Pb and W. In 2005 Swancove carried out an airborne geophysical survey of the Wannamal area.","exploration potential, prospect",False,High,daniel,37,37
286567,a089693_annual report_mcgowans_e80_4241_10_15011469_80,a089693_annual report_mcgowans_e80_4241_10_15011469.json,89693,178,Annual,80,"The geochemical work was followed by shallow drilling. Nine drillholes had been completed during 1971 at Gossan 5 for a total of 150m, eight holes to 15m and the other hole to 30m. No anomalous Cu was returned below a down hole depth of 6m. 18 drillholes for 282m were completed by BHP at Gossan 14 with most holes to a depth of 15m. Best Cu result was 1.5m @ 2.9%, compared with a peak BHP rock chip value of 7.6%.",anomalous,False,High,daniel,80,80
286590,a089693_annual report_mcgowans_e80_4241_10_15011469_152,a089693_annual report_mcgowans_e80_4241_10_15011469.json,89693,178,Annual,152,"Topographically, the project area is generally of low relief, undulating hills with occasional rocky and steep hill tops and ridges.",potential,True,Medium,daniel,152,152
288754,a100521_e37-965_2014s_10484748_130,a100521_e37-965_2014s_10484748.json,100521,149,Final Surrender,130,"14 Table 3: Survey Specifications for 2008 Aerial Photography . 14 Table 4: Survey Specifications for 2011 Aerial Photography . Bell & S. Bell Date of Report: January 2014 1:250 000 map sheets: Leonora SH51-01 1:100 000 map sheets: Weebo 3141 Target Commodity: Cu, Zn, Pb, Ag, Au, Ni Keywords: Teutonic Bore, aerial photography, digital elevation models, stratigraphic interpretation, gold prospectivity study, structural interpretation Prospects drilled: N/A PAGE | 4 ABSTRACT Location: The Teutonic Bore Project is situated approximately 650km northeast of Perth and approximately 70km north of Leonora in Western Australia. Geology: The Teutonic Bore Project lies on the western edge of the Kurnalpi Terrane in the Gindalbie Domain. The bulk of the Kurnalpi Terrane consists of ~2715-2704Ma calc-alkaline intermediate volcanics, quartz-poor volcanoclastic sediments and mafic intrusives.","prospectivity, prospects",False,High,daniel,130,130
290536,a075380_atr_2007_e80_2232_final_16997574_23,a075380_atr_2007_e80_2232_final_16997574.json,75380,134,Annual,23,"Scintillometer readings for the submitted pulps were only slightly higher than background readings of 250 cps (Table 2). Analytical results are summarised in Tables 2 and 3. Conclusions are as follows: Modern day ICP-MS and XRF analytical techniques for uranium result in significantly higher values (+300ppm U) compared to uranium values obtained using the flourimetry analytical technique used by CRA (Table 2). The ICP-MS assay technique was not available when CRA was exploring the Cummins Range project. The main assay technique available to CRA for REE analyses, ICP OES, was problematical for uranium and thorium determination and produced artificially high U and Th results (CRA reporting; pers comm.",significantly,False,High,daniel,23,23
296739,a109539_a109539_v1_report_77,a109539_a109539_v1_report.json,109539,875,Annual,77,"G909-3 Thirty two samples were submitted for analysis and all of the samples returned assay values within three standard deviations of the calculated mean. The precision of sampling which describes the repeatability of the sampling process is normally assessed using duplicate samples. Furthermore when dealing with high grade samples specifically, barren flushes are performed between each samples. As part of proactive approach, analysis of the QC data was completed as soon as assay results were received. Assay batch with failed standards were investigated promptly and re-assay was requested if warranted.",high grade,False,High,daniel,77,77
305482,a083093_me_e77-1342-i_2009a_10496148_35,a083093_me_e77-1342-i_2009a_10496148.json,83093,191,Annual,35,"REFERENCES 9 Figure 2: E77/1342-I Regional Geological Setting 1 Figure 3: E77/1342-I GSWA Local Geology Map 1 Figure 3a: GSWA Geological Legend for the Barlee 1:100,000 Map Sheet 1 Figure 4: E77/1342-I TMI 1vd/2vd Aeromagnetic Pseudocolour Image with Structural Features 5 Figure 5: E77/1342-I 2007-08 Iron Targets 5 Figure 6: E77/1342-I TMI 1vd/2vd and GSWA Mapped BIF 6 Figure 7: E77/1342-I Oxide and Magnetite/Oxide Iron Targets 6 iii SUMMARY Exploration Licence 77/1342-I was granted on 4 April 2008 and is a single tenement which constitutes the Mt Elvire Project. Authorisation for iron was granted 1 November 2008. During the 2008-09 reporting period, Polaris under took a target generation exercise to identify areas of both oxide (haematite-goethite) and magnetite iron mineralisation. To allow for the accurate mapping and desktop target generation, the Quickbird satellite imagery was purchased to cover this tenement. Analysis of historical geochemical data failed to define any iron anomalies within E77/1342I.",mineralisation,False,High,daniel,35,35
307495,a084736_p25_1808_2009s_14303114_92,a084736_p25_1808_2009s_14303114.json,84736,98,Final Surrender,92,"The project is situated on the Mt Monger and Cowarna Downs Stations and partially falls within the Randalls Timber Reserve. Access to the tenements is provided either via the Trans Australia Railway access road or via the Mt Monger Road and then on station tracks. The project area is considered prospective for high-grade gold mineralisation and Kambalda-style nickel sulphide mineralisation. Work carried out by Integra Mining Limited on tenement P25/1808 included historical data compilation, regional soil sampling and bedrock geological interpretation. The exploration index plan is presented in Figure 2.","prospective, high grade, mineralisation, mineralisation",False,High,daniel,90,94
